V axon soma stm a-f,Firing modulation soma stm a-f,V axon axon stm a-f,Firing modulation axon stm a-f,V axon soma stm g,Firing modulation soma stm g,V axon axon stm g,Firing modulation axon stm g,time (ms) h-i,voltage near axon (microV) h-i,time (ms) h-i,firing modulation (Hz; green trace) h-i
,,,,,,,,878.510.107.643,-224.874.801.084,233.463.327.445,875.591.330.658
,,,,,,,,880.500.107.698,-224.561.777.501,235.129.994.112,876.735.650.873
,,,,,,,,882.490.107.753,-224.657.747.191,236.796.660.778,87.771.754.451
,,,,,,,,884.480.107.808,-224.683.692.337,238.463.327.445,878.542.636.411
,,,,,,,,886.470.107.864,-225.046.483.875,240.129.994.112,879.216.692.038
,,,,,,,,888.460.107.919,-225.420.419.234,241.796.660.778,879.745.567.031
,,,,,,,,890.450.107.974,-22.598.964.175,243.463.327.445,880.135.158.413
,,,,,,,,892.440.108.029,-226.410.507.793,245.129.994.112,880.391.358.013
,,,,,,,,894.430.108.085,-228.728.648.584,246.796.660.778,880.520.008.644
,,,,,,,,89.642.010.814,-229.966.295.568,248.463.327.445,88.052.686.353
,,,,,,,,898.410.108.195,-232.749.431.427,250.129.994.112,880.417.549.409
,,,,,,,,90.040.010.825,-243.210.405.897,251.796.660.778,88.019.753.368
,,,,,,,,902.390.108.306,-242.844.413.141,253.463.327.445,879.872.095.907
,,,,,,,,904.380.108.361,-243.059.591.512,255.129.994.112,879.446.303.897
,,,,,,,,906.370.108.416,-243.503.122.071,256.796.660.778,87.892.499.451
,,,,,,,,908.360.108.471,-245.869.373.424,258.463.327.445,878.312.759.274
,,,,,,,,910.350.108.526,-248.622.113.663,260.129.994.112,877.613.934.807
,,,,,,,,912.340.108.582,-255.317.174.731,261.796.660.778,876.832.597.951
,,,,,,,,914.330.108.637,-261.280.372.451,263.463.327.445,875.972.565.467
,,,,,,,,916.320.108.692,-261.044.006.308,265.129.994.112,875.037.398.062
,,,,,,,,918.310.108.747,-261.141.105.009,266.796.660.778,874.030.408.432
,,,,,,,,920.300.108.803,-260.842.988.749,268.463.327.445,872.954.672.984
,,,,,,,,922.290.108.858,-260.868.650.758,270.129.994.112,871.813.046.787
,,,,,,,,924.280.108.913,-260.465.389.053,271.796.660.778,870.608.181.315
,,,,,,,,926.270.108.968,-260.255.012.355,273.463.327.445,869.342.544.463
,,,,,,,,928.260.109.023,-257.183.669.988,275.129.994.112,868.018.442.303
,,,,,,,,930.250.109.079,-255.442.990.433,276.796.660.778,866.638.042.036
,,,,,,,,932.240.109.134,-254.011.553.799,278.463.327.445,865.203.395.585
,,,,,,,,934.230.109.189,-253.617.870.795,280.129.994.112,863.716.463.259
,,,,,,,,936.220.109.244,-240.996.115.003,281.796.660.778,862.179.136.962
,,,,,,,,9.382.101.093,-241.163.755.641,283.463.327.445,860.593.262.428
,,,,,,,,940.200.109.355,-240.968.854.769,285.129.994.112,858.960.659.991
,,,,,,,,94.219.010.941,-24.100.534.717,286.796.660.778,857.283.143.468
,,,,,,,,944.180.109.465,-240.406.814.033,288.463.327.445,855.562.536.751
,,,,,,,,946.170.109.521,-240.944.615.652,290.129.994.112,853.800.687.809
,,,,,,,,948.160.109.576,-241.363.798.458,291.796.660.778,851.999.479.806
,,,,,,,,950.150.109.631,-241.625.669.265,293.463.327.445,850.160.839.184
,,,,,,,,952.140.109.686,-241.003.670.385,295.129.994.112,848.286.740.574
,,,,,,,,954.130.109.741,-241.386.302.903,296.796.660.778,846.379.208.504
,,,,,,,,956.120.109.797,-241.534.426.963,298.463.327.445,844.440.315.945
,,,,,,,,958.110.109.852,-241.216.878.379,300.129.994.112,842.472.179.813
,,,,,,,,960.100.109.907,-240.383.206.644,301.796.660.778,840.476.953.605
,,,,,,,,962.090.109.962,-239.899.711.567,303.463.327.445,838.456.817.429
,,,,,,,,964.080.110.018,-239.670.472.681,305.129.994.112,836.413.965.744
,,,,,,,,966.070.110.073,-23.963.692.896,306.796.660.778,834.350.593.167
,,,,,,,,968.060.110.128,-239.482.374.896,308.463.327.445,832.268.878.777
,,,,,,,,970.050.110.183,-239.130.494.242,310.129.994.112,830.170.969.348
,,,,,,,,972.040.110.239,-236.998.800.314,311.796.660.778,828.058.961.991
,,,,,,,,974.030.110.294,-236.655.793.689,313.463.327.445,825.934.886.691
,,,,,,,,976.020.110.349,-230.620.141.134,315.129.994.112,823.800.689.222
,,,,,,,,978.010.110.404,-224.056.771.933,316.796.660.778,821.658.214.916
,,,,,,,,980.000.110.459,-223.665.342.654,318.463.327.445,819.509.193.751
,,,,,,,,981.990.110.515,-220.741.669.025,320.129.994.112,817.355.227.174
,,,,,,,,98.398.011.057,-220.398.038.105,321.796.660.778,815.197.777.038
,,,,,,,,985.970.110.625,-220.291.236.555,323.463.327.445,813.038.157.003
,,,,,,,,98.796.011.068,-22.003.107.929,325.129.994.112,810.877.526.646
,,,,,,,,989.950.110.736,-217.968.851.354,326.796.660.778,808.716.888.515
,,,,,,,,991.940.110.791,-21.789.921.214,328.463.327.445,806.557.088.236
,,,,,,,,993.930.110.846,-212.905.311.689,330.129.994.112,804.398.817.766
,,,,,,,,995.920.110.901,-205.869.587.229,331.796.660.778,802.242.621.747
,,,,,,,,997.910.110.957,-206.094.509.394,333.463.327.445,800.088.906.902
,,,,,,,,999.900.111.012,-206.452.485.894,335.129.994.112,797.937.954.294
,,,,,,,,100.189.011.107,-206.455.333.777,336.796.660.778,795.789.934.221
,,,,,,,,100.388.011.112,-206.817.623.651,338.463.327.445,793.644.923.463
,,,,,,,,100.587.011.118,-2.067.418.244,340.129.994.112,791.502.924.509
,,,,,,,,100.786.011.123,-20.676.076.375,341.796.660.778,789.363.886.391
,,,,,,,,100.985.011.129,-206.354.348.687,343.463.327.445,787.227.726.648
,,,,,,,,101.184.011.134,-206.159.453.364,345.129.994.112,785.094.353.991
,,,,,,,,10.138.301.114,-205.883.454.341,346.796.660.778,782.963.691.138
,,,,,,,,101.582.011.145,-206.354.318.586,348.463.327.445,780.835.697.359
,,,,,,,,101.781.011.151,-206.486.331.203,350.129.994.112,778.710.390.207
,,,,,,,,101.980.011.156,-208.978.323.647,351.796.660.778,776.587.865.976
,,,,,,,,102.179.011.162,-209.259.075.322,353.463.327.445,774.468.318.425
,,,,,,,,102.378.011.167,-21.361.513.146,355.129.994.112,772.352.055.354
,,,,,,,,102.577.011.173,-224.975.429.114,356.796.660.778,770.239.512.655
,,,,,,,,102.776.011.178,-225.063.038.068,358.463.327.445,768.131.265.523
,,,,,,,,102.975.011.184,-224.839.418.517,360.129.994.112,766.028.036.568
,,,,,,,,10.317.401.119,-224.810.664.625,361.796.660.778,763.930.700.627
,,,,,,,,103.373.011.195,-224.708.459.151,363.463.327.445,761.840.286.164
,,,,,,,,103.572.011.201,-225.043.581.846,365.129.994.112,759.757.973.194
,,,,,,,,103.771.011.206,-227.250.473.812,366.796.660.778,757.685.087.754
,,,,,,,,103.970.011.212,-228.169.482.325,368.463.327.445,755.623.093.011
,,,,,,,,104.169.011.217,-23.170.768.532,370.129.994.112,753.573.577.172
,,,,,,,,104.368.011.223,-242.175.613.397,371.796.660.778,751.538.238.409
,,,,,,,,104.567.011.228,-243.953.673.473,373.463.327.445,749.518.867.098
,,,,,,,,104.766.011.234,-242.947.284.943,375.129.994.112,747.517.325.701
,,,,,,,,104.965.011.239,-250.465.920.727,376.796.660.778,745.535.526.669
,,,,,,,,105.164.011.245,-253.181.487.674,378.463.327.445,743.575.408.809
,,,,,,,,10.536.301.125,-243.619.378.865,380.129.994.112,741.638.912.536
,,,,,,,,105.562.011.256,-240.182.774.071,381.796.660.778,739.727.954.502
,,,,,,,,105.761.011.261,-238.768.645.196,383.463.327.445,737.844.402.068
,,,,,,,,105.960.011.267,-236.971.325.973,385.129.994.112,735.990.048.106
,,,,,,,,106.159.011.272,-233.910.645.898,386.796.660.778,734.166.586.586
,,,,,,,,106.358.011.278,-221.393.299.416,388.463.327.445,732.375.589.414
,,,,,,,,106.557.011.283,-2.169.857.202,390.129.994.112,730.618.484.932
,,,,,,,,106.756.011.289,-212.647.610.295,391.796.660.778,728.896.538.475
,,,,,,,,106.955.011.294,-201.958.856.974,393.463.327.445,727.210.835.328
,,,,,,,,1.071.540.113,-201.751.241.387,395.129.994.112,725.562.266.382
,,,,,,,,107.353.011.306,-192.695.798.307,396.796.660.778,723.951.516.736
,,,,,,,,107.552.011.311,-186.951.554.636,398.463.327.445,722.379.057.434
,,,,,,,,107.751.011.317,-188.304.696.942,400.129.994.112,720.845.140.471
,,,,,,,,107.950.011.322,-189.325.462.591,401.796.660.778,719.349.797.136
,,,,,,,,108.149.011.328,-189.440.641.653,403.463.327.445,717.892.839.696
,,,,,,,,108.348.011.333,-189.410.301.071,405.129.994.112,716.473.866.391
,,,,,,,,108.547.011.339,-189.953.824.703,406.796.660.778,715.092.269.608
,,,,,,,,108.746.011.344,-192.289.582.352,408.463.327.445,71.374.724.709
,,,,,,,,10.894.501.135,-193.098.565.876,410.129.994.112,712.437.815.959
,,,,,,,,109.144.011.355,-196.104.864.145,411.796.660.778,71.116.282.929
,,,,,,,,109.343.011.361,-206.124.629.618,413.463.327.445,709.920.994.942
,,,,,,,,109.542.011.366,-206.119.694.556,415.129.994.112,708.710.896.305
,,,,,,,,109.741.011.372,-206.742.607.891,416.796.660.778,707.531.014.594
,,,,,,,,109.940.011.377,-206.655.754.417,418.463.327.445,706.379.752.307
,,,,,,,,110.139.011.383,-20.670.908.515,420.129.994.112,705.255.457.436
,,,,,,,,110.338.011.388,-206.880.693.273,421.796.660.778,704.156.448.025
,,,,,,,,110.537.011.394,-207.554.206.043,423.463.327.445,703.081.036.657
,,,,,,,,110.736.011.399,-209.316.702.445,425.129.994.112,702.027.554.456
,,,,,,,,110.935.011.405,-21.112.219.623,426.796.660.778,700.994.374.218
,,,,,,,,11.113.401.141,-220.068.093.909,428.463.327.445,699.979.932.286
,,,,,,,,111.333.011.416,-225.266.214.407,430.129.994.112,698.982.748.805
,,,,,,,,111.532.011.422,-225.195.652.501,431.796.660.778,698.001.446.059
,,,,,,,,111.731.011.427,-225.093.412.636,433.463.327.445,697.034.764.566
,,,,,,,,111.930.011.433,-224.650.302.408,435.129.994.112,696.081.576.716
,,,,,,,,112.129.011.438,-224.400.346.527,436.796.660.778,695.140.897.719
,,,,,,,,112.328.011.444,-224.286.227.192,438.463.327.445,694.211.893.716
,,,,,,,,112.527.011.449,-224.189.744.126,440.129.994.112,693.293.886.932
,,,,,,,,112.726.011.455,-224.039.905.902,441.796.660.778,692.386.357.828
,,,,,,,,11.292.501.146,-222.453.340.003,443.463.327.445,691.488.944.213
,,,,,,,,113.124.011.466,-220.448.348.446,445.129.994.112,690.601.437.378
,,,,,,,,113.323.011.471,-218.733.043.949,446.796.660.778,689.723.775.336
,,,,,,,,113.522.011.477,-217.457.353.558,448.463.327.445,688.856.033.301
,,,,,,,,113.721.011.482,-21.717.272.457,450.129.994.112,687.998.411.602
,,,,,,,,113.920.011.488,-20.515.611.919,451.796.660.778,687.151.221.243
,,,,,,,,114.119.011.493,-205.022.450.332,453.463.327.445,686.314.867.404
,,,,,,,,114.318.011.499,-205.201.693.097,455.129.994.112,685.489.831.153
,,,,,,,,114.517.011.504,-205.370.357.992,456.796.660.778,684.676.649.738
,,,,,,,,11.471.601.151,-205.052.248.926,458.463.327.445,68.387.589.579
,,,,,,,,114.915.011.515,-204.920.942.569,460.129.994.112,683.088.155.834
,,,,,,,,115.114.011.521,-204.712.558.958,461.796.660.778,682.314.008.502
,,,,,,,,115.313.011.526,-204.340.702.185,463.463.327.445,681.554.002.834
,,,,,,,,115.512.011.532,-202.835.957.784,465.129.994.112,680.808.637.097
,,,,,,,,115.711.011.537,-202.043.755.866,466.796.660.778,680.078.338.487
,,,,,,,,115.910.011.543,-201.862.655.334,468.463.327.445,679.363.444.139
,,,,,,,,116.109.011.549,-189.433.248.315,470.129.994.112,678.664.183.776
,,,,,,,,116.308.011.554,-189.420.666.063,471.796.660.778,67.798.066.438
,,,,,,,,11.650.701.156,-189.719.188.682,473.463.327.445,677.312.857.174
,,,,,,,,116.706.011.565,-189.895.079.063,475.129.994.112,676.660.587.212
,,,,,,,,116.905.011.571,-189.889.035.034,476.796.660.778,676.023.525.821
,,,,,,,,117.104.011.576,-192.017.979.844,478.463.327.445,675.401.186.087
,,,,,,,,117.303.011.582,-192.365.657.106,480.129.994.112,674.792.921.542
,,,,,,,,117.502.011.587,-198.458.387.403,481.796.660.778,674.197.928.159
,,,,,,,,117.701.011.593,-204.817.491.689,483.463.327.445,673.615.249.687
,,,,,,,,117.900.011.598,-204.866.954.306,485.129.994.112,673.043.786.333
,,,,,,,,118.099.011.604,-205.553.223.328,486.796.660.778,672.482.306.725
,,,,,,,,118.298.011.609,-205.779.196.257,488.463.327.445,671.929.463.027
,,,,,,,,118.497.011.615,-2.060.095.363,490.129.994.112,671.383.809.036
,,,,,,,,11.869.601.162,-206.134.281.018,491.796.660.778,670.843.821.033
,,,,,,,,118.895.011.626,-206.261.285.995,493.463.327.445,67.030.792.109
,,,,,,,,119.094.011.631,-206.459.666.462,495.129.994.112,669.774.502.512
,,,,,,,,119.293.011.637,-206.792.227.211,496.796.660.778,66.924.195.703
,,,,,,,,119.492.011.642,-2.071.391.551,498.463.327.445,668.708.703.309
,,,,,,,,119.691.011.648,-209.605.594.551,500.129.994.112,668.173.216.341
,,,,,,,,119.890.011.653,-210.073.366.207,501.796.660.778,667.634.057.206
,,,,,,,,120.089.011.659,-215.886.959.006,503.463.327.445,667.089.902.705
,,,,,,,,120.288.011.665,-22.600.120.665,505.129.994.112,666.539.574.341
,,,,,,,,12.048.701.167,-226.123.880.781,506.796.660.778,665.982.066.105
,,,,,,,,120.686.011.676,-226.275.295.331,508.463.327.445,665.416.570.545
,,,,,,,,120.885.011.681,-227.514.825.857,510.129.994.112,66.484.250.259
,,,,,,,,121.084.011.687,-229.197.081.062,511.796.660.778,664.259.520.634
,,,,,,,,121.283.011.692,-229.404.470.172,513.463.327.445,66.366.754.441
,,,,,,,,121.482.011.698,-239.355.715.749,515.129.994.112,663.066.769.217
,,,,,,,,121.681.011.703,-240.788.868.945,516.796.660.778,662.457.676.129
,,,,,,,,121.880.011.709,-240.757.047.301,518.463.327.445,661.841.037.845
,,,,,,,,122.079.011.714,-240.650.549.622,520.129.994.112,661.217.919.941
,,,,,,,,12.227.801.172,-240.505.101.676,521.796.660.778,660.589.677.321
,,,,,,,,122.477.011.725,-2.409.611.634,523.463.327.445,659.957.945.774
,,,,,,,,122.676.011.731,-240.427.325.764,525.129.994.112,659.324.628.607
,,,,,,,,122.875.011.736,-238.347.188.985,526.796.660.778,658.691.878.432
,,,,,,,,123.074.011.742,-237.616.331.976,528.463.327.445,658.062.074.259
,,,,,,,,123.273.011.747,-234.171.564.581,530.129.994.112,657.437.794.146
,,,,,,,,123.472.011.753,-225.975.263.659,531.796.660.778,656.821.783.756
,,,,,,,,123.671.011.758,-227.266.010.157,533.463.327.445,656.216.921.241
,,,,,,,,123.870.011.764,-227.782.946.063,535.129.994.112,655.626.178.963
,,,,,,,,124.069.011.769,-237.153.208.636,536.796.660.778,655.052.582.654
,,,,,,,,124.268.011.775,-240.225.847.744,538.463.327.445,654.499.168.639
,,,,,,,,124.467.011.781,-240.287.478.153,540.129.994.112,653.968.939.851
,,,,,,,,124.666.011.786,-240.294.023.277,541.796.660.778,653.464.821.385
,,,,,,,,124.865.011.792,-239.970.097.409,543.463.327.445,652.989.616.351
,,,,,,,,125.064.011.797,-237.759.338.201,545.129.994.112,652.545.962.846
,,,,,,,,125.263.011.803,-236.902.886.862,546.796.660.778,652.136.292.807
,,,,,,,,125.462.011.808,-233.425.457.148,548.463.327.445,651.762.793.539
,,,,,,,,125.661.011.814,-221.628.119.793,550.129.994.112,651.427.372.646
,,,,,,,,125.860.011.819,-22.049.398.473,551.796.660.778,651.131.627.046
,,,,,,,,126.059.011.825,-219.270.291.259,553.463.327.445,6.508.768.167
,,,,,,,,12.625.801.183,-217.754.371.626,555.129.994.112,650.663.843.594
,,,,,,,,126.457.011.836,-219.745.492.243,556.796.660.778,650.493.236.402
,,,,,,,,126.656.011.841,-211.515.056.257,558.463.327.445,650.365.141.196
,,,,,,,,126.855.011.847,-210.975.782.581,560.129.994.112,650.279.318.404
,,,,,,,,127.054.011.852,-220.085.734.814,561.796.660.778,650.235.146.125
,,,,,,,,127.253.011.858,-219.912.780.845,563.463.327.445,650.231.629.794
,,,,,,,,127.452.011.863,-219.211.444.597,565.129.994.112,650.267.418.013
,,,,,,,,127.651.011.869,-21.775.944.913,566.796.660.778,65.034.082.431
,,,,,,,,127.850.011.874,-217.591.791.605,568.463.327.445,650.449.854.399
,,,,,,,,12.804.901.188,-208.925.188.577,570.129.994.112,65.059.223.844
,,,,,,,,128.248.011.885,-205.652.244.192,571.796.660.778,650.765.467.685
,,,,,,,,128.447.011.891,-205.633.344.364,573.463.327.445,6.509.668.348
,,,,,,,,128.646.011.896,-205.749.768.796,575.129.994.112,651.193.477.071
,,,,,,,,128.845.011.902,-205.884.210.026,576.796.660.778,65.144.242.166
,,,,,,,,129.044.011.908,-205.898.111.512,578.463.327.445,651.710.632.023
,,,,,,,,129.243.011.913,-205.765.328.254,580.129.994.112,651.995.054.569
,,,,,,,,129.442.011.919,-205.920.600.283,581.796.660.778,652.292.664.668
,,,,,,,,129.641.011.924,-205.886.983.348,583.463.327.445,652.600.511.102
,,,,,,,,12.984.001.193,-206.087.591.027,585.129.994.112,652.915.758.115
,,,,,,,,130.039.011.935,-206.172.035.509,586.796.660.778,653.235.724.258
,,,,,,,,130.238.011.941,-206.177.329.281,588.463.327.445,653.557.917.315
,,,,,,,,130.437.011.946,-206.674.091.631,590.129.994.112,653.880.064.677
,,,,,,,,130.636.011.952,-206.826.801.588,591.796.660.778,654.200.138.648
,,,,,,,,130.835.011.957,-206.798.550.076,593.463.327.445,654.516.376.265
,,,,,,,,131.034.011.963,-207.255.609.302,595.129.994.112,654.827.293.361
,,,,,,,,131.233.011.968,-209.268.538.832,596.796.660.778,655.131.692.716
,,,,,,,,131.432.011.974,-20.962.289.913,598.463.327.445,655.428.666.276
,,,,,,,,131.631.011.979,-216.211.511.787,600.129.994.112,655.717.591.567
,,,,,,,,131.830.011.985,-221.536.727.957,601.796.660.778,655.998.122.525
,,,,,,,,13.202.901.199,-221.070.517.561,603.463.327.445,656.270.175.129
,,,,,,,,132.228.011.996,-220.951.817.376,605.129.994.112,656.533.908.294
,,,,,,,,132.427.012.001,-221.095.329.649,606.796.660.778,656.789.700.602
,,,,,,,,132.626.012.007,-224.089.690.433,608.463.327.445,65.703.812.353
,,,,,,,,132.825.012.012,-224.558.208.044,610.129.994.112,657.279.911.885
,,,,,,,,133.024.012.018,-224.672.217.059,611.796.660.778,657.515.932.226
,,,,,,,,133.223.012.024,-224.713.736.505,613.463.327.445,657.747.150.061
,,,,,,,,133.422.012.029,-224.775.040.819,615.129.994.112,657.974.596.636
,,,,,,,,133.621.012.035,-224.608.989.539,616.796.660.778,658.199.336.094
,,,,,,,,13.382.001.204,-22.333.759.534,618.463.327.445,658.422.433.792
,,,,,,,,134.019.012.046,-223.539.049.788,620.129.994.112,658.644.926.471
,,,,,,,,134.218.012.051,-221.522.345.061,621.796.660.778,658.867.794.955
,,,,,,,,134.417.012.057,-22.113.810.384,623.463.327.445,659.091.939.928
,,,,,,,,134.616.012.062,-221.605.471.764,625.129.994.112,659.318.161.303
,,,,,,,,134.815.012.068,-224.533.798.155,626.796.660.778,659.547.141.537
,,,,,,,,135.014.012.073,-22.495.891.011,628.463.327.445,659.779.433.183
,,,,,,,,135.213.012.079,-225.212.227.502,630.129.994.112,660.015.450.833
,,,,,,,,135.412.012.084,-225.520.813.045,631.796.660.778,660.255.467.505
,,,,,,,,13.561.101.209,-225.903.213.943,633.463.327.445,660.499.615.397
,,,,,,,,135.810.012.095,-225.640.026.335,635.129.994.112,660.747.890.847
,,,,,,,,136.009.012.101,-22.551.657.561,636.796.660.778,661.000.163.214
,,,,,,,,136.208.012.106,-227.083.215.503,638.463.327.445,66.125.618.731
,,,,,,,,136.407.012.112,-228.486.056.058,640.129.994.112,661.515.618.944
,,,,,,,,136.606.012.117,-228.533.178.146,641.796.660.778,661.778.033.041
,,,,,,,,136.805.012.123,-241.750.687.275,643.463.327.445,662.042.943.786
,,,,,,,,137.004.012.128,-242.468.103.345,645.129.994.112,662.309.826.162
,,,,,,,,137.203.012.134,-24.412.084.251,646.796.660.778,662.578.138.263
,,,,,,,,137.402.012.139,-246.702.416.322,648.463.327.445,662.847.343.729
,,,,,,,,137.601.012.145,-248.793.878.716,650.129.994.112,663.116.933.697
,,,,,,,,137.800.012.151,-260.596.218.725,651.796.660.778,663.386.447.626
,,,,,,,,137.999.012.156,-260.822.146.166,653.463.327.445,663.655.492.473
,,,,,,,,138.198.012.162,-257.913.706.661,655.129.994.112,663.923.759.668
,,,,,,,,138.397.012.167,-257.653.745.861,656.796.660.778,664.191.039.469
,,,,,,,,138.596.012.173,-257.598.247.491,658.463.327.445,664.457.232.297
,,,,,,,,138.795.012.178,-257.966.121.749,660.129.994.112,664.722.356.773
,,,,,,,,138.994.012.184,-260.935.539.678,661.796.660.778,664.986.554.236
,,,,,,,,139.193.012.189,-261.716.482.993,663.463.327.445,66.525.008.963
,,,,,,,,139.392.012.195,-262.027.513.969,665.129.994.112,665.513.348.725
,,,,,,,,1.395.910.122,-26.232.508.304,666.796.660.778,665.776.831.741
,,,,,,,,139.790.012.206,-262.232.986.506,668.463.327.445,666.041.143.517
,,,,,,,,139.989.012.211,-26.246.261.634,670.129.994.112,666.306.980.452
,,,,,,,,140.188.012.217,-262.248.230.614,671.796.660.778,666.575.114.537
,,,,,,,,140.387.012.222,-261.928.725.513,673.463.327.445,666.846.374.829
,,,,,,,,140.586.012.228,-261.772.725.752,675.129.994.112,667.121.626.811
,,,,,,,,140.785.012.233,-261.705.920.105,676.796.660.778,667.401.750.108
,,,,,,,,140.984.012.239,-261.234.085.797,678.463.327.445,667.687.615.066
,,,,,,,,141.183.012.244,-261.342.194.038,680.129.994.112,667.980.058.731
,,,,,,,,14.138.201.225,-261.525.592.473,681.796.660.778,668.279.860.766
,,,,,,,,141.581.012.255,-261.284.633.592,683.463.327.445,668.587.719.858
,,,,,,,,141.780.012.261,-260.969.581.752,685.129.994.112,668.904.231.129
,,,,,,,,141.979.012.267,-258.358.073.921,686.796.660.778,66.922.986.507
,,,,,,,,142.178.012.272,-255.240.606.995,688.463.327.445,669.564.948.458
,,,,,,,,142.377.012.278,-255.830.019.281,690.129.994.112,669.909.647.681
,,,,,,,,142.576.012.283,-25.091.307.129,691.796.660.778,670.263.954.849
,,,,,,,,142.775.012.289,-244.059.323.323,693.463.327.445,670.627.676.989
,,,,,,,,142.974.012.294,-24.390.309.494,695.129.994.112,671.000.428.576
,,,,,,,,1.431.730.123,-240.674.992.696,696.796.660.778,671.381.627.581
,,,,,,,,143.372.012.305,-240.331.706.784,698.463.327.445,671.770.495.112
,,,,,,,,143.571.012.311,-239.846.851.382,700.129.994.112,672.166.058.702
,,,,,,,,143.770.012.316,-237.562.779.901,701.796.660.778,67.256.715.917
,,,,,,,,143.969.012.322,-236.981.780.471,703.463.327.445,672.972.460.953
,,,,,,,,144.168.012.327,-233.457.464.586,705.129.994.112,673.380.465.697
